         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       1915        164          0       2766       5690          0          0          0       9982          0          0          0          0          0          0       5336          0          0       1097          0
         0          0          0          0      98676        442          0       4676      27393          0          0          0     115185          0          0          0          0          0         41     137246         37          0       9582          0
         0          0          0          0      10639       4004          0      25390      65019          0          0          0       2946          0          0          0          0          0        595      65149          0          0       9266          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       3125       7934          0      37042      68656          0          0          0       7315          0          0          0          4          0       3921      39026          3          0       9984          0
         0          0          0          0       6553       2573          0      29133     157801          0          0          0      10176          0          0          0          0          0         59      77636          0          0      22711          0
         0          0          0          0       4209        995          0       3434       8769          0          0          0       4589          0          0          0          0          0         40      12091          1          0        792          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0      20746        252          0       4685       8741          0          0          0     149595          0          0          0          1          0          0      21740        122          0      11327          8
         0          0          0          0      45084        305          0       1456       3273          0          0          0      33306          0          0          0          0          0          0      12698        465          0       2614         12
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       6423         95          0       3796       6290          0          0          0      17100          0          0          0          0          0         30       3268         53          0      12874          1
         0          0          0          0       3913        200          0       4168       6821          0          0          0       6122          0          0          0          2          0         14       8347         26          0       7982          0
         0          0          0          0         83       1896          0       4979       5907          0          0          0        143          0          0          0        145          0       5612       6731          0          0       4794          0
         0          0          0          0     129146      52172          0      59294     164693          0          0          0      37340          0          0          0          1          0        634      71795        231          0      35309          0
         0          0          0          0      19805          7          0       1219       4937          0          0          0      19140          0          0          0          0          0          0      25084         27          0       5996          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          2      49627        373          0       7116      29593          0          0          0      46983          0          0          0         42          0         14      30126        180          0      33668          1
         0          0          0          0       6751        513          0       4848       3282          0          0          0      45394          0          0          0          2          0          0       5790        243          0       4190         32
