         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       3971        721          0       3369       9624          0          0       9259          6          0          0          0          0
         0          0          0          1     312646       1519          0      12477      19813          0          0      46760         62          0          0          0          0
         0          0          0          0       6202      30543          0      60488      84989          0          0        786          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       2314      12955          0      86589      67461          0          0       3694         10          0          0          0          0
         0          0          0          0       3246       2307          0      29844     270924          0          0        321          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0      35892        717          0      14809       2626          0          0     163119         54          0          0          0          0
         0          0          0          0      31621          8          0         79         14          0          0      14752        266          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
