0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,218,5784,1440,0,3416,7395,0,0,8341,356,0,0,0,0
0,0,0,710,2.4978e+05,1481,0,1522,16226,0,0,1.1538e+05,8173,0,0,0,0
0,0,0,1301,4991,39929,0,44161,85241,0,0,7115,270,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1681,2868,37376,0,52435,73266,0,0,5347,50,0,0,0,0
0,0,0,1165,5749,19170,0,43778,2.297e+05,0,0,7056,27,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2099,58846,3288,0,3786,11953,0,0,1.3251e+05,4735,0,0,0,0
0,0,0,35,24111,99,0,143,48,0,0,17144,5160,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
