         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0      11759        329       2665          0       1988       2362          0          0       6824       1023          0          0          0          0
         0          0          0       6530     306331      37860          0        989        409          0          0      28766      12393          0          0          0          0
         0          0          0      11972       1159     124461          0      24013      20305          0          0        171        927          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       1337        439      22332          0     141584       4134          0          0       3197          0          0          0          0          0
         0          0          0       1100         10        960          0        152     304420          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       6195        888        337          0       4358         49          0          0     204527        863          0          0          0          0
         0          0          0         54        389        221          0          5          0          0          0       2789      43282          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
