         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       4480         91          0        926       8369          4          0          0      10016          0          0          0          0          0          2       2804          2          0        239         17
         0          0          0          0     281954         98          0       2306      22248          0          0          0      71574          0          0          0          0          0          0      12658          3          0       2435          2
         0          0          0          0       7076       1664          0      26671     100473          4          0          0       4752          0          0          0          0          0          0      41036          1          0       1329          2
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0       4541       5515          0      43618      88478         17          0          0      12577          0          0          0          0          0        113      18675         19          0       3293        164
         0          0          0          0      10942        412          0      10653     250708          2          0          0       8789          0          0          0          0          0          0      24551          3          0        571         11
         0          0          0          0       1334        252          0       1214      16300        173          0          0       5257          0          0          0          0          0         20       9769        117          0        244        240
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0      16159         92          0       1157       2970          9          0          0     191613          0          0          0          0          0          4       5003          3          0        123         84
         0          0          0          0      58156        124          0        539        253          3          0          0      23210          0          0          0          0          0          0       5702          0          0       9214       2012
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0      13630       1007          0       1123       1957         43          0          0       9391          0          0          0          0          0         46       4051         51          0      17892        739
         0          0          0          0       3705       1344          0       2029       4854          0          0          0       4688          0          0          0          0          0         14      18455         46          0       1458       1002
         0          0          0          0        777       1012          0       3508      10658        619          0          0       2199          0          0          0          1          0        806       6259        143          0       3756        552
         0          0          0          0      29821      74470          0      71752     123863        186          0          0      17724          0          0          0          0          0          1     226136        879          0       2886       2897
         0          0          0          0      43100         80          0        228       2000         16          0          0       3652          0          0          0          0          0          0      17286       1340          0       7959        554
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0      96657        647          0       4842      11132         20          0          0      33122          0          0          0          0          0         12      12896        143          0      36005       2249
         0          0          0          0       6017        202          0        242         57         50          0          0      32792          0          0          0          1          0         17      13344        637          0       2632      15054
