0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2496,1299,0,4490,8228,0,0,9290,1146,0,0,0,0
0,0,0,6,2.9295e+05,7880,0,11460,18939,0,0,51893,10147,0,0,0,0
0,0,0,2,5478,56104,0,53608,66842,0,0,639,335,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3094,21456,0,95730,47646,0,0,4972,125,0,0,0,0
0,0,0,2,5596,5699,0,31493,2.6297e+05,0,0,848,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26896,793,0,11221,1992,0,0,1.7463e+05,1686,0,0,0,0
0,0,0,0,17036,95,0,168,34,0,0,11682,17725,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
