         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0        550       4533       2248          0       3811       7452          0          0       8172        184          0          0          0          0
         0          0          0       5451     143377      21131          0      59494     102477          0          0      56287       5061          0          0          0          0
         0          0          0       4375      14462      34713          0      32411      94316          0          0       2216        515          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       2581      21300      17394          0      35873      88887          0          0       6152        836          0          0          0          0
         0          0          0       4977      25368      38884          0      66313     167351          0          0       2974        775          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       2934      45979       1605          0       9538       5891          0          0     148230       3040          0          0          0          0
         0          0          0        511      19511       1411          0       5796       7875          0          0      10884        752          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
