0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,704,2605,1173,0,1601,9304,0,0,9677,1886,0,0,0,0
0,0,0,1076,2.345e+05,2826,0,998,25454,0,0,1.1912e+05,9312,0,0,0,0
0,0,0,1381,8328,42019,0,59106,64455,0,0,7531,188,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2903,3245,49857,0,77431,34314,0,0,5242,31,0,0,0,0
0,0,0,869,6600,9530,0,11064,2.7455e+05,0,0,3958,68,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,869,30594,2190,0,3082,7896,0,0,1.6855e+05,4036,0,0,0,0
0,0,0,373,10411,71,0,107,154,0,0,22422,13202,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
