         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0        349       7368       1757          0       3670       6636          0          0       6749        421          0          0          0          0
         0          0          0       4050     186060       4562          0       5920      24799          0          0     158506       9381          0          0          0          0
         0          0          0       4650       6243      34760          0      44364      79582          0          0      13267        142          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       4771       4137      36436          0      51909      69428          0          0       6264         78          0          0          0          0
         0          0          0       4764      11092      33989          0      58483     187442          0          0      10777         95          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       2095      72882       5734          0       4539      14853          0          0     110332       6782          0          0          0          0
         0          0          0        280      19644        335          0        537        306          0          0      23028       2610          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
