         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       1808       2070       3015          0       3504       4745          0          0      10375       1433          0          0          0          0
         0          0          0      10115     210828      10858          0       6102       8474          0          0     106361      40540          0          0          0          0
         0          0          0      13171       7837      77593          0      46051      30510          0          0       6551       1295          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0      10865       5476      55272          0      69054      20631          0          0      11433        292          0          0          0          0
         0          0          0      15906      11674      37470          0      35882     200106          0          0       5489        115          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0       4335      19434       1709          0       5308       1098          0          0     178613       6720          0          0          0          0
         0          0          0        669       9531        268          0        231         16          0          0      14387      21638          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
