0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,967,3884,716,0,1835,10011,0,0,7805,1732,0,0,0,0
0,0,0,1526,2.2223e+05,4107,0,1630,37457,0,0,1.1162e+05,14709,0,0,0,0
0,0,0,833,7038,52311,0,54335,63985,0,0,4244,262,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1523,3145,61105,0,61067,39752,0,0,6304,127,0,0,0,0
0,0,0,1543,9502,11576,0,11087,2.6503e+05,0,0,6965,944,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1050,39735,2182,0,3664,11180,0,0,1.568e+05,2604,0,0,0,0
0,0,0,347,13711,116,0,170,1872,0,0,17862,12662,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
