0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1127,4337,1255,0,1757,9253,0,0,8081,1140,0,0,0,0
0,0,0,891,2.7539e+05,6235,0,1700,17265,0,0,72230,19570,0,0,0,0
0,0,0,1237,7561,63310,0,41464,64763,0,0,3545,1128,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1414,2642,45719,0,72948,43603,0,0,6435,262,0,0,0,0
0,0,0,981,4366,11416,0,11450,2.7595e+05,0,0,2447,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1952,29135,2135,0,7331,4346,0,0,1.6808e+05,4240,0,0,0,0
0,0,0,95,19729,366,0,172,42,0,0,10483,15853,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
