0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,314,2923,2234,0,5839,8045,0,0,6975,620,0,0,0,0
0,0,0,5997,68463,9645,0,42431,48952,0,0,2.0164e+05,16152,0,0,0,0
0,0,0,6714,7302,56843,0,53120,54065,0,0,4204,760,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1976,6999,50469,0,61790,49022,0,0,2389,378,0,0,0,0
0,0,0,3229,22492,23478,0,71997,1.8201e+05,0,0,3238,202,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2245,43724,4107,0,18065,22393,0,0,1.2239e+05,4293,0,0,0,0
0,0,0,1392,3633,333,0,762,5916,0,0,26332,8372,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
