         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0         99        787        574          0         40      18332          0          0       7104         14          0          0          0          0
         0          0          0       1093      47390       1777          0        969     261170          0          0      80494        385          0          0          0          0
         0          0          0        277        913       4133          0        461     159206          0          0      18006         12          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0         90       1358       4189          0        642     159568          0          0       7168          8          0          0          0          0
         0          0          0        200        351      12843          0        455     233515          0          0      59260         18          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0        833      20790       2526          0        436     117115          0          0      75326        191          0          0          0          0
         0          0          0        235       3597        130          0         67      16385          0          0      26276         50          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
